S.No,Crop Name,ScientificName,n,P,K,Zn,MN_Fe_B_Cu
2501,Coconut,Cocus nucifera,M,High,M,Low,Low
2502,Chilli,Capsicum frutescens,High,M,M,Low,Low
2503,Cotton,Gossypium,High,M,M,Low,Low
2504,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2505,Onion,Allium sepa,High,M,High,High,High
2506,Potato,Solanum tuberosum,High,High,High,Low,Low
2507,Brinjal,Solanum melongena,High,M,M,Low,Low
2508,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2509,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2510,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2511,Banana,Musa acuminata,High,High,High,M,M
2512,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2513,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2514,Mango,Mangifera indica,High,High,M,Medium,Medium
2515,Castor,Ricinus communis,High,M,High,Medium,Low
2516,Mustard,Brassica   ,High,M,M,Low,Low
2517,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2518,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2519,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2520,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2521,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2522,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2523,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2524,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2525,Garlic,,High,Low,High,,VeryLow
2526,Peas,,High,Low,High,VeryLow,VeryLow
2527,Orange,,High,Low,High,VeryLow,VeryLow
2528,Celery,,High,Low,High,VeryLow,VeryLow
2529,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2530,TableTomato,,High,Low,High,VeryLow,VeryLow
2531,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2532,Sorghum,,M,Low,M,VeryLow,VeryLow
2533,PearlMillet,,M,Low,M,VeryLow,VeryLow
2534,Raagi,,Low,Low,Low,VeryLow,VeryLow
2535,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2536,Barley,,Low,Low,Low,VeryLow,VeryLow
2537,ChickPea,,M,Low,M,VeryLow,VeryLow
2538,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2539,SoyaBean,,High,Low,M,VeryLow,VeryLow
2540,Jute,,M,Low,M,VeryLow,VeryLow
2541,Rubber,,Low,M,Low,,
2542,Tea,,High,Low,M,,
2543,Tobacco,,High,Low,M,,
2544,Apple,,High,Low,M,,
2545,CustardApple,,M,Low,M,,
2546,WaterMelon,,High,Low,M,,
2547,Beetroot,,High,High,High,,
2548,Carrot,,High,High,M,,
2549,Rice,Oryza sativum,High,M,M,High,Medium
2550,Wheat,Triticum,High,Low,M,Medium,Medium
2551,Maize,Zea mays,High,High,Low,Low,VeryLow
2552,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2553,Coconut,Cocus nucifera,M,High,M,Low,Low
2554,Chilli,Capsicum frutescens,High,M,M,Low,Low
2555,Cotton,Gossypium,High,M,M,Low,Low
2556,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2557,Onion,Allium sepa,High,M,High,High,High
2558,Potato,Solanum tuberosum,High,High,High,Low,Low
2559,Brinjal,Solanum melongena,High,M,M,Low,Low
2560,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2561,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2562,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2563,Banana,Musa acuminata,High,High,High,M,M
2564,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2565,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2566,Mango,Mangifera indica,High,High,M,Medium,Medium
2567,Castor,Ricinus communis,High,M,High,Medium,Low
2568,Mustard,Brassica   ,High,M,M,Low,Low
2569,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2570,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2571,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2572,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2573,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2574,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2575,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2576,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2577,Garlic,,High,Low,High,,VeryLow
2578,Peas,,High,Low,High,VeryLow,VeryLow
2579,Orange,,High,Low,High,VeryLow,VeryLow
2580,Celery,,High,Low,High,VeryLow,VeryLow
2581,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2582,TableTomato,,High,Low,High,VeryLow,VeryLow
2583,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2584,Sorghum,,M,Low,M,VeryLow,VeryLow
2585,PearlMillet,,M,Low,M,VeryLow,VeryLow
2586,Raagi,,Low,Low,Low,VeryLow,VeryLow
2587,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2588,Barley,,Low,Low,Low,VeryLow,VeryLow
2589,ChickPea,,M,Low,M,VeryLow,VeryLow
2590,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2591,SoyaBean,,High,Low,M,VeryLow,VeryLow
2592,Jute,,M,Low,M,VeryLow,VeryLow
2593,Rubber,,Low,M,Low,,
2594,Tea,,High,Low,M,,
2595,Tobacco,,High,Low,M,,
2596,Apple,,High,Low,M,,
2597,CustardApple,,M,Low,M,,
2598,WaterMelon,,High,Low,M,,
2599,Beetroot,,High,High,High,,
2600,Carrot,,High,High,M,,
2601,Rice,Oryza sativum,High,M,M,High,Medium
2602,Wheat,Triticum,High,Low,M,Medium,Medium
2603,Maize,Zea mays,High,High,Low,Low,VeryLow
2604,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2605,Coconut,Cocus nucifera,M,High,M,Low,Low
2606,Chilli,Capsicum frutescens,High,M,M,Low,Low
2607,Cotton,Gossypium,High,M,M,Low,Low
2608,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2609,Onion,Allium sepa,High,M,High,High,High
2610,Potato,Solanum tuberosum,High,High,High,Low,Low
2611,Brinjal,Solanum melongena,High,M,M,Low,Low
2612,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2613,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2614,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2615,Banana,Musa acuminata,High,High,High,M,M
2616,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2617,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2618,Mango,Mangifera indica,High,High,M,Medium,Medium
2619,Castor,Ricinus communis,High,M,High,Medium,Low
2620,Mustard,Brassica   ,High,M,M,Low,Low
2621,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2622,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2623,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2624,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2625,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2626,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2627,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2628,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2629,Garlic,,High,Low,High,,VeryLow
2630,Peas,,High,Low,High,VeryLow,VeryLow
2631,Orange,,High,Low,High,VeryLow,VeryLow
2632,Celery,,High,Low,High,VeryLow,VeryLow
2633,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2634,TableTomato,,High,Low,High,VeryLow,VeryLow
2635,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2636,Sorghum,,M,Low,M,VeryLow,VeryLow
2637,PearlMillet,,M,Low,M,VeryLow,VeryLow
2638,Raagi,,Low,Low,Low,VeryLow,VeryLow
2639,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2640,Barley,,Low,Low,Low,VeryLow,VeryLow
2641,ChickPea,,M,Low,M,VeryLow,VeryLow
2642,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2643,SoyaBean,,High,Low,M,VeryLow,VeryLow
2644,Jute,,M,Low,M,VeryLow,VeryLow
2645,Rubber,,Low,M,Low,,
2646,Tea,,High,Low,M,,
2647,Tobacco,,High,Low,M,,
2648,Apple,,High,Low,M,,
2649,CustardApple,,M,Low,M,,
2650,WaterMelon,,High,Low,M,,
2651,Beetroot,,High,High,High,,
2652,Carrot,,High,High,M,,
2653,Rice,Oryza sativum,High,M,M,High,Medium
2654,Wheat,Triticum,High,Low,M,Medium,Medium
2655,Maize,Zea mays,High,High,Low,Low,VeryLow
2656,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2657,Coconut,Cocus nucifera,M,High,M,Low,Low
2658,Chilli,Capsicum frutescens,High,M,M,Low,Low
2659,Cotton,Gossypium,High,M,M,Low,Low
2660,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2661,Onion,Allium sepa,High,M,High,High,High
2662,Potato,Solanum tuberosum,High,High,High,Low,Low
2663,Brinjal,Solanum melongena,High,M,M,Low,Low
2664,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2665,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2666,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2667,Banana,Musa acuminata,High,High,High,M,M
2668,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2669,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2670,Mango,Mangifera indica,High,High,M,Medium,Medium
2671,Castor,Ricinus communis,High,M,High,Medium,Low
2672,Mustard,Brassica   ,High,M,M,Low,Low
2673,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2674,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2675,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2676,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2677,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2678,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2679,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2680,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2681,Garlic,,High,Low,High,,VeryLow
2682,Peas,,High,Low,High,VeryLow,VeryLow
2683,Orange,,High,Low,High,VeryLow,VeryLow
2684,Celery,,High,Low,High,VeryLow,VeryLow
2685,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2686,TableTomato,,High,Low,High,VeryLow,VeryLow
2687,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2688,Sorghum,,M,Low,M,VeryLow,VeryLow
2689,PearlMillet,,M,Low,M,VeryLow,VeryLow
2690,Raagi,,Low,Low,Low,VeryLow,VeryLow
2691,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2692,Barley,,Low,Low,Low,VeryLow,VeryLow
2693,ChickPea,,M,Low,M,VeryLow,VeryLow
2694,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2695,SoyaBean,,High,Low,M,VeryLow,VeryLow
2696,Jute,,M,Low,M,VeryLow,VeryLow
2697,Rubber,,Low,M,Low,,
2698,Tea,,High,Low,M,,
2699,Tobacco,,High,Low,M,,
2700,Apple,,High,Low,M,,
2701,CustardApple,,M,Low,M,,
2702,WaterMelon,,High,Low,M,,
2703,Beetroot,,High,High,High,,
2704,Carrot,,High,High,M,,
2705,Rice,Oryza sativum,High,M,M,High,Medium
2706,Wheat,Triticum,High,Low,M,Medium,Medium
2707,Maize,Zea mays,High,High,Low,Low,VeryLow
2708,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2709,Coconut,Cocus nucifera,M,High,M,Low,Low
2710,Chilli,Capsicum frutescens,High,M,M,Low,Low
2711,Cotton,Gossypium,High,M,M,Low,Low
2712,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2713,Onion,Allium sepa,High,M,High,High,High
2714,Potato,Solanum tuberosum,High,High,High,Low,Low
2715,Brinjal,Solanum melongena,High,M,M,Low,Low
2716,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2717,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2718,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2719,Banana,Musa acuminata,High,High,High,M,M
2720,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2721,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2722,Mango,Mangifera indica,High,High,M,Medium,Medium
2723,Castor,Ricinus communis,High,M,High,Medium,Low
2724,Mustard,Brassica   ,High,M,M,Low,Low
2725,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2726,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2727,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2728,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2729,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2730,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2731,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2732,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2733,Garlic,,High,Low,High,,VeryLow
2734,Peas,,High,Low,High,VeryLow,VeryLow
2735,Orange,,High,Low,High,VeryLow,VeryLow
2736,Celery,,High,Low,High,VeryLow,VeryLow
2737,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2738,TableTomato,,High,Low,High,VeryLow,VeryLow
2739,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2740,Sorghum,,M,Low,M,VeryLow,VeryLow
2741,PearlMillet,,M,Low,M,VeryLow,VeryLow
2742,Raagi,,Low,Low,Low,VeryLow,VeryLow
2743,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2744,Barley,,Low,Low,Low,VeryLow,VeryLow
2745,ChickPea,,M,Low,M,VeryLow,VeryLow
2746,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2747,SoyaBean,,High,Low,M,VeryLow,VeryLow
2748,Jute,,M,Low,M,VeryLow,VeryLow
2749,Rubber,,Low,M,Low,,
2750,Tea,,High,Low,M,,
2751,Tobacco,,High,Low,M,,
2752,Apple,,High,Low,M,,
2753,CustardApple,,M,Low,M,,
2754,WaterMelon,,High,Low,M,,
2755,Beetroot,,High,High,High,,
2756,Carrot,,High,High,M,,
2757,Rice,Oryza sativum,High,M,M,High,Medium
2758,Wheat,Triticum,High,Low,M,Medium,Medium
2759,Maize,Zea mays,High,High,Low,Low,VeryLow
2760,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2761,Coconut,Cocus nucifera,M,High,M,Low,Low
2762,Chilli,Capsicum frutescens,High,M,M,Low,Low
2763,Cotton,Gossypium,High,M,M,Low,Low
2764,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2765,Onion,Allium sepa,High,M,High,High,High
2766,Potato,Solanum tuberosum,High,High,High,Low,Low
2767,Brinjal,Solanum melongena,High,M,M,Low,Low
2768,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2769,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2770,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2771,Banana,Musa acuminata,High,High,High,M,M
2772,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2773,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2774,Mango,Mangifera indica,High,High,M,Medium,Medium
2775,Castor,Ricinus communis,High,M,High,Medium,Low
2776,Mustard,Brassica   ,High,M,M,Low,Low
2777,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2778,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2779,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2780,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2781,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2782,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2783,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2784,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2785,Garlic,,High,Low,High,,VeryLow
2786,Peas,,High,Low,High,VeryLow,VeryLow
2787,Orange,,High,Low,High,VeryLow,VeryLow
2788,Celery,,High,Low,High,VeryLow,VeryLow
2789,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2790,TableTomato,,High,Low,High,VeryLow,VeryLow
2791,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2792,Sorghum,,M,Low,M,VeryLow,VeryLow
2793,PearlMillet,,M,Low,M,VeryLow,VeryLow
2794,Raagi,,Low,Low,Low,VeryLow,VeryLow
2795,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2796,Barley,,Low,Low,Low,VeryLow,VeryLow
2797,ChickPea,,M,Low,M,VeryLow,VeryLow
2798,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2799,SoyaBean,,High,Low,M,VeryLow,VeryLow
2800,Jute,,M,Low,M,VeryLow,VeryLow
2801,Rubber,,Low,M,Low,,
2802,Tea,,High,Low,M,,
2803,Tobacco,,High,Low,M,,
2804,Apple,,High,Low,M,,
2805,CustardApple,,M,Low,M,,
2806,WaterMelon,,High,Low,M,,
2807,Beetroot,,High,High,High,,
2808,Carrot,,High,High,M,,
2809,Rice,Oryza sativum,High,M,M,High,Medium
2810,Wheat,Triticum,High,Low,M,Medium,Medium
2811,Maize,Zea mays,High,High,Low,Low,VeryLow
2812,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2813,Coconut,Cocus nucifera,M,High,M,Low,Low
2814,Chilli,Capsicum frutescens,High,M,M,Low,Low
2815,Cotton,Gossypium,High,M,M,Low,Low
2816,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2817,Onion,Allium sepa,High,M,High,High,High
2818,Potato,Solanum tuberosum,High,High,High,Low,Low
2819,Brinjal,Solanum melongena,High,M,M,Low,Low
2820,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2821,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2822,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2823,Banana,Musa acuminata,High,High,High,M,M
2824,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2825,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2826,Mango,Mangifera indica,High,High,M,Medium,Medium
2827,Castor,Ricinus communis,High,M,High,Medium,Low
2828,Mustard,Brassica   ,High,M,M,Low,Low
2829,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2830,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2831,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2832,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2833,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2834,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2835,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2836,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2837,Garlic,,High,Low,High,,VeryLow
2838,Peas,,High,Low,High,VeryLow,VeryLow
2839,Orange,,High,Low,High,VeryLow,VeryLow
2840,Celery,,High,Low,High,VeryLow,VeryLow
2841,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2842,TableTomato,,High,Low,High,VeryLow,VeryLow
2843,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2844,Sorghum,,M,Low,M,VeryLow,VeryLow
2845,PearlMillet,,M,Low,M,VeryLow,VeryLow
2846,Raagi,,Low,Low,Low,VeryLow,VeryLow
2847,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2848,Barley,,Low,Low,Low,VeryLow,VeryLow
2849,ChickPea,,M,Low,M,VeryLow,VeryLow
2850,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2851,SoyaBean,,High,Low,M,VeryLow,VeryLow
2852,Jute,,M,Low,M,VeryLow,VeryLow
2853,Rubber,,Low,M,Low,,
2854,Tea,,High,Low,M,,
2855,Tobacco,,High,Low,M,,
2856,Apple,,High,Low,M,,
2857,CustardApple,,M,Low,M,,
2858,WaterMelon,,High,Low,M,,
2859,Beetroot,,High,High,High,,
2860,Carrot,,High,High,M,,
2861,Rice,Oryza sativum,High,M,M,High,Medium
2862,Wheat,Triticum,High,Low,M,Medium,Medium
2863,Maize,Zea mays,High,High,Low,Low,VeryLow
2864,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2865,Coconut,Cocus nucifera,M,High,M,Low,Low
2866,Chilli,Capsicum frutescens,High,M,M,Low,Low
2867,Cotton,Gossypium,High,M,M,Low,Low
2868,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2869,Onion,Allium sepa,High,M,High,High,High
2870,Potato,Solanum tuberosum,High,High,High,Low,Low
2871,Brinjal,Solanum melongena,High,M,M,Low,Low
2872,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2873,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2874,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2875,Banana,Musa acuminata,High,High,High,M,M
2876,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2877,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2878,Mango,Mangifera indica,High,High,M,Medium,Medium
2879,Castor,Ricinus communis,High,M,High,Medium,Low
2880,Mustard,Brassica   ,High,M,M,Low,Low
2881,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2882,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2883,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2884,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2885,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2886,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2887,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2888,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2889,Garlic,,High,Low,High,,VeryLow
2890,Peas,,High,Low,High,VeryLow,VeryLow
2891,Orange,,High,Low,High,VeryLow,VeryLow
2892,Celery,,High,Low,High,VeryLow,VeryLow
2893,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2894,TableTomato,,High,Low,High,VeryLow,VeryLow
2895,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2896,Sorghum,,M,Low,M,VeryLow,VeryLow
2897,PearlMillet,,M,Low,M,VeryLow,VeryLow
2898,Raagi,,Low,Low,Low,VeryLow,VeryLow
2899,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2900,Barley,,Low,Low,Low,VeryLow,VeryLow
2901,ChickPea,,M,Low,M,VeryLow,VeryLow
2902,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2903,SoyaBean,,High,Low,M,VeryLow,VeryLow
2904,Jute,,M,Low,M,VeryLow,VeryLow
2905,Rubber,,Low,M,Low,,
2906,Tea,,High,Low,M,,
2907,Tobacco,,High,Low,M,,
2908,Apple,,High,Low,M,,
2909,CustardApple,,M,Low,M,,
2910,WaterMelon,,High,Low,M,,
2911,Beetroot,,High,High,High,,
2912,Carrot,,High,High,M,,
2913,Rice,Oryza sativum,High,M,M,High,Medium
2914,Wheat,Triticum,High,Low,M,Medium,Medium
2915,Maize,Zea mays,High,High,Low,Low,VeryLow
2916,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2917,Coconut,Cocus nucifera,M,High,M,Low,Low
2918,Chilli,Capsicum frutescens,High,M,M,Low,Low
2919,Cotton,Gossypium,High,M,M,Low,Low
2920,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2921,Onion,Allium sepa,High,M,High,High,High
2922,Potato,Solanum tuberosum,High,High,High,Low,Low
2923,Brinjal,Solanum melongena,High,M,M,Low,Low
2924,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2925,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2926,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2927,Banana,Musa acuminata,High,High,High,M,M
2928,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2929,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2930,Mango,Mangifera indica,High,High,M,Medium,Medium
2931,Castor,Ricinus communis,High,M,High,Medium,Low
2932,Mustard,Brassica   ,High,M,M,Low,Low
2933,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2934,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2935,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2936,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2937,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2938,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2939,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
2940,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2941,Garlic,,High,Low,High,,VeryLow
2942,Peas,,High,Low,High,VeryLow,VeryLow
2943,Orange,,High,Low,High,VeryLow,VeryLow
2944,Celery,,High,Low,High,VeryLow,VeryLow
2945,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2946,TableTomato,,High,Low,High,VeryLow,VeryLow
2947,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
2948,Sorghum,,M,Low,M,VeryLow,VeryLow
2949,PearlMillet,,M,Low,M,VeryLow,VeryLow
2950,Raagi,,Low,Low,Low,VeryLow,VeryLow
2951,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
2952,Barley,,Low,Low,Low,VeryLow,VeryLow
2953,ChickPea,,M,Low,M,VeryLow,VeryLow
2954,PigeonPea,,M,Low,Low,VeryLow,VeryLow
2955,SoyaBean,,High,Low,M,VeryLow,VeryLow
2956,Jute,,M,Low,M,VeryLow,VeryLow
2957,Rubber,,Low,M,Low,,
2958,Tea,,High,Low,M,,
2959,Tobacco,,High,Low,M,,
2960,Apple,,High,Low,M,,
2961,CustardApple,,M,Low,M,,
2962,WaterMelon,,High,Low,M,,
2963,Beetroot,,High,High,High,,
2964,Carrot,,High,High,M,,
2965,Rice,Oryza sativum,High,M,M,High,Medium
2966,Wheat,Triticum,High,Low,M,Medium,Medium
2967,Maize,Zea mays,High,High,Low,Low,VeryLow
2968,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
2969,Coconut,Cocus nucifera,M,High,M,Low,Low
2970,Chilli,Capsicum frutescens,High,M,M,Low,Low
2971,Cotton,Gossypium,High,M,M,Low,Low
2972,Redgram,Cajanus cajan,Low,M,Low,Low,Low
2973,Onion,Allium sepa,High,M,High,High,High
2974,Potato,Solanum tuberosum,High,High,High,Low,Low
2975,Brinjal,Solanum melongena,High,M,M,Low,Low
2976,Drumstick,Moringa oleifera,M,Low,High,Low,Low
2977,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
2978,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
2979,Banana,Musa acuminata,High,High,High,M,M
2980,Tomato,Solanum lycopersicum,High,M,M,Low,Low
2981,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
2982,Mango,Mangifera indica,High,High,M,Medium,Medium
2983,Castor,Ricinus communis,High,M,High,Medium,Low
2984,Mustard,Brassica   ,High,M,M,Low,Low
2985,Cucumber,Cucumis sativus,Low,High,High,Low,Low
2986,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
2987,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
2988,Pumpkin,Cucurbita,High,M,High,Medium,Medium
2989,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
2990,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
2991,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
